boy is holding a basketball in one hand .,0
boy is running with a basketball in his hands .,0
boy throws a basketball during a game .,0
young boy plays basketball while a few people behind him look on .,0
basketball player in a duke uniform looks up .,0
are three basketball players,0
men in basketball uniforms looking at something .,5
basketball players from duke are looking upward .,5
basketball players watching the ball .,0
boy in a black shirt is grabbing the flag of the boy in the red shirt with the football .,5
boys are playing flag football .,5
boys playing a game of flag football .,0
boys with mouthguards and one is holding a football while the other reaches for him .,0
football players with mouthguards .,0
young boy on a basketball team dribbles the ball .,0
young boy playing basketball in a gym , wearing a uniform .,0
boy in the royal blue basketball uniform is dribbling the ball down court .,5
boy runs across the court with the basketballs .,0
young boy is running while bouncing a basketball .,0
kid in a yellow jacket and blue baseball cap jumping from a rock .,0
dog tries to play with a basketball in the snow .,5
man wearing a black shirt and baseball cap smiling .,0
young boy singing at a large baseball off of a tee .,5
young boy swings a bat at a large baseball .,0
little boy is wearing a blue shirt and playing baseball .,0
boy plays basketball .,0
boy wearing blue shorts is bouncing a basketball in front of the net .,0
little boy plays with a basketball and a toy basketball hoop .,5
boy playing basketball in the grass,0
child in the blue shorts dribbled the basketball .,5
football game .,0
Oklahoma football player standing,0
play just beginning during a football game .,5
players playing a football game .,0
football player number 50 plays in a game .,5
football player dodges a tackle from his opponent .,0
football player in red chases a football player in blue .,5
football player in red is trying to tackle another player who has the ball .,0
football player wears a jersey wuth the number " 4 " on it .,5
football player in the gold helmet is running .,0
discouraged looking football coach .,5
football coach holds a headset .,0
man runs on the football field carrying the ball in front of the ref .,0
man runs with the football at a professional or collegiate game .,5
American footballer in a white and purple strip is making a run with the ball .,5
UW football player runs with the ball .,0
football player runs with the ball across the field .,0
football coach watches a play being made .,5
crowd wearing red , cheers on the red football team .,0
players in red congratulate each other as crowds in red cheer behind .,0
Oklahoma Sooners football team discuss their game while fans cheer .,5
football players talk during a game .,5
Oklahoma Sooner football players talk on the sideline .,5
two football players in white jerseys and purple pants tackle the player in the red jersey .,0
football players are tackling a red uniformed football player during a football game .,0
football players in purple uniforms try to tackle a player in a red uniform .,0
football players try to tackle a player of the opposite team .,5
smiling dancer dressed in red is on the football field with fans in the stadium bleachers behind her .,0
man tackles another man while playing football .,5
playing football .,0
football player in a red jersey jumping onto a player wearing a white jersey,0
American footballer wearing red is pushing the player in white to the ground .,5
football players bang into each other during a football game .,5
group of football players are playing football .,0
quarterback gets ready to throw the football .,0
quarterback ready to pass the football in the middle of a play .,0
quarterback scans the football field while the offensive line protects him .,5
coach talks to a football player during a timeout .,5
football coach speaks with a player .,0
football player in red and white is talking to a coach .,5
talks with football player , other players and crowd in background .,5
is a football player in a red jersey on the field talking to his coach .,5
coach speaking to a football player while everyone watches .,5
football player from OU talks to the coach about the game .,5
football player is talking to his coach .,5
coaching official and football player are talking in front a crowd and other team members .,0
cheerleaders are sitting at a football game .,5
football player in a red jersey getting his knee looked at by another man,5
man is checking out an injured football player at a game .,0
injured football player is being nursed on the field in the middle of a game .,5
men examine a football players leg .,0
football player is trying to tackle another one .,0
football player tries to tackle a player on the opposing team .,5
football player in red keeps the football away from the player in purple and white .,0
football player in white is defending against the player in red who is running with the ball .,5
University 's Sooners football team playing against a rival .,5
football players are in action on the field,5
football players playing a game while fans watch from the bleachers .,5
American footballers in red are confronted by an opposition player in purple and white whilst being watched by spectators in a stadium .,0
football players attempt to advance the ball against a would be tackler .,5
college football game is in progress .,5
football player runs along the sidelines with a football as a crowd watches .,5
American footballer in a red strip is running down the side of the field with the ball .,5
football player is running with a football trying to score .,0
football player is trying to outrun his opponent .,0
football player from the Sooners is about to be taken down by the opposing team in a game .,5
football player tries tackling another player who has the ball .,5
Sooners football player eluding the tackle of two Huskies defenders .,0
football player is running with the ball as a player of the opposing team grabs his leg,5
Sooner football player carrying the ball is trying to avoid being tackled .,0
horse mascot gives high fives to some football fans .,0
players on the field as a Sooner tries to tackle a player,5
playing football in front of large crowd in stadium,0
football player running after a Wisconsin player during a game .,0
football players are running on the field while a large crowd is watching,0
football players turn as a crowd wearing red watches .,5
crowd is standing and cheering at a football game .,0
crowd of people watching a football game with a player wearing red and cheerleaders also wearing red .,0
football player is grabbing the ankle of another player who is holding the ball .,0
Oklahoma football player is about to score .,5
fans at a football game cheer while the player runs towards the endzone .,5
football player is kicking the ball while the opposing fans watch .,5
football player kicks the ball during a game with a red shirted crowd looking on .,0
male wearing a football uniform kicking a football during a football game .,5
man punting a football as fans from the opposing team watch in the background,5
Sooners play another football team , number 17 goes after the ball .,5
man in a baseball hat and sunglasses watching an event in a crowd .,0
man in sunglasses and a baseball cap stands beside a TV cameraman in stadium full of people .,0
man in the gray shirt has a blue baseball cap on .,5
football player is in action among other players .,5
football player points .,0
African-American football player , wearing jersey number 12 for the University of Oklahoma , throws a football to his left .,5
a football field , there is a played in a red jersey and the crowd is behind him .,0
football players in a stadium,0
American footballer in red is being tackled by three players in white whilst other red players look on .,5
Oklahoma player is tackled playing football,5
player being tackled by group of other players on field .,0
players are tackling a football player carrying the football .,0
football player is being tackled .,0
group of football players running down the field .,0
crowd is watching a football game .,0
football players in red are attempting a play against those in purple , white , and gold .,5
man in red has the football , and the team in white is nearby .,5
Oklahoma Sooners playing football against another team , one of the sooners with the ball in their possession .,5
group of men play a college football game .,5
red team and a white team are playing football .,0
players avoiding a fumble .,0
football player in red is running with the all towards the player in white .,5
football players are wearing red and white , and the crowd is also wearing red and white .,0
football player clutches the ball while running down the field .,0
football player running with the ball .,0
football player running with the ball at a game .,0
football player wearing a gold helmet runs holding a football .,0
American footballer in a white strip is making a run with the ball .,5
bunch of football players , and a crowd .,0
football game .,0
large group of football players about to start a game with a large group watching,0
football teams at the line of scrimmage,0
football teams lined up before the hike .,5
football player passes the football to a teammate as the crowd looks on .,0
quarterback hands off the football to a running back .,5
football players wear purple pants , gold helmets and white jerseys .,0
football players fight to gain possession of the ball .,0
football players make a play , while the other team looks on .,0
football player runs with a ball , chased by the opposing team .,0
football player runs with the ball as others run towards him .,5
player has the football as a crowd in red and white watches,5
American football team in white are attempting to stop the player in red who is running with the ball .,5
teams playing a football game in a packed stadium,0
football player in blue and one in red play in a game .,0
Sooners football player moves quickly on the field as another player runs .,0
two players , on opposite teams , are in the middle of a football game , while others watch .,5
men play football .,0
football player getting tackle,5
football player is tackled .,0
football players in red jerseys taking another in a white jersey to the ground,0
football players from red team tackling one player from white team .,0
football players tackle another player who is holding a ball .,0
red uniformed football player tackles an opposing player .,5
football player is tackling another player .,0
are two football players in red jerseys tackling a man wearing a white jersey,0
football players and two are fighting for the ball .,0
football players are tackling one player of the opposite team .,0
football player in a purple uniform holds the ball while a player in red tries to tackle him .,5
football player in white is being tackled by a Oklahoma University player .,5
American footballer in a red outfit is attacking the player in white who is running with the ball , whilst other players are nearby .,0
Sooners football player is tackling an opposing player .,5
football player in red and white is holding both hands up .,0
players gather around the referees .,0
players gathering to contest something to collaborating officials .,0
University football players in front of a crowd of Sooners fans and next to three referees .,0
red and white football team is talking with the officials .,0
Sooners football player in his red and white uniform being lifted by two teamates dressed the same .,5
players in red and white are jumping and hugging .,0
football players in the red and white team uniforms are jumping up and down .,0
football players wearing red jerseys are on the field .,0
player Quarterback in red Sooners jersey and red helmet prepares to receive snap,0
players huddle and get ready for the game .,0
players stand at the line of scrimmage .,0
Sooner football players on the field .,0
football game in progress .,0
players are on the field .,0
play football as a crowd watches .,5
waiting for snap of football .,0
football teams compete .,0
football player being tackled from behind by another player from a different team in front of a crowd .,0
football player in a Sooners jersey , runs down a field with a large crowd in the background .,5
football player in red being tackled by opponents in white .,0
football player wearing a number 23 white jersey tackles a football player wearing a red , number three jersey while fans cheer .,0
football tackle in progress with a crowd in the background .,5
football player tries diving after another player .,5
pro football player tackles another player on the goal line in a crowded stadium .,5
player in white and purple uniform with legs being tackled by player in red and white uniform .,5
player tackling another player in a football game .,0
red football player is grabbing the purple and white player 's leg to try and stop him .,5
football layer wearing a red shirt .,0
football player facing off against two others .,0
football player for the Sooners stands in front of the oppsing team waiting for the next play .,0
football player in a red uniform is standing in front of other football players in a stadium .,0
football player for the Sooners is preparing for the next play during a game .,0
football player in a Sooners uniform .,0
football player wearing a Sooners uniform with the number 42 .,5
man in a red football uniform prepares to play .,0
football player dressed in red looks down field .,0
football player kicks the ball .,0
Oklahoma football player attempts to kick the ball .,5
player for the Oklahoma Sooners football team punts the ball during a game .,0
University kicker , kicking the football,5
football player in red kicks off the ball .,0
football player holding a football .,0
football player in red gets ready to throw a football .,0
lone football player wearing a red and white jersay holding a football .,0
football player dressed in red and white gets ready to throw the ball .,5
football player gets ready to throw the ball .,0
football coach standing with his players behind him .,0
group of football players in gold helmets stand around a man in a purple shirt .,0
group of footballs players is standing behind a coaching official .,0
man in blue shirt is surrounded by football players .,5
man surrounded by football players .,5
coach in a white polo shirt on a football field,0
football coach is walking on a football field .,0
man in a white shirt is walking on a football field in front of some players .,0
man on the coaching staff for OU has sunglasses on his head during a football game .,5
team manager out on the football field during a game .,0
football team doing excercises,0
football team doing their stretches before the game starts .,5
players are stretching together .,5
football players are working on stretching their legs .,5
four football players in red stretch on the green turf .,5
Americans play football .,5
group of football players in red and white uniforms .,0
large group of football players sitting on a field wearing red and white jerseys .,0
football players sitting on the ground .,5
men in football uniforms sit on the grass , looking unhappy .,0
fan checks his cellphone while watching a football game .,5
man in a red shirt is watching a football game .,0
man in red holds up a cellphone on the sidelines of football game .,5
man in red takes cellphone pictures at a football game .,5
man is wearing a Sooners red football shirt and helmet .,0
Oklahoma Sooners football player wearing his jersey number 28 .,5
Sooners football player weas the number 28 and black armbands .,5
in red and white football uniform,0
American footballer is wearing a red and white strip .,5
football player is in a red and white uniform Sooners # 28 .,5
large football player in a red uniform,0
man in a red football uniform and helmet looks to the left .,0
Oklahoma football player watches the game from the sidelines .,5
football team wears red shirts and red helmets .,0
closeup photo of a football player for the Sooners team who is wearing a red jersey with the number 19 .,0
football player with a red Sooners jersey on .,0
man wearing a red football uniform and gray gloves looks to the left .,5
American footballer is wearing a red and white strip .,5
in playing football in Sooners jersey number 19,5
child in an orange shirt holding a baseball bat watches the ball thrown at him .,5
young boy is getting ready to hit a baseball .,5
young man wearing a yellow shirt and baseball helemt swinging a bat,0
in yellow shirt getting ready to hit orange ball with baseball bat,5
little boy is holding a skinny baseball bat while standing between two rows of blue seats .,0
boy wearing a black shirt and blue jeans is holding a red baseball bat .,0
boy plays baseball .,0
little boy plays baseball with himself .,0
young boy wearing blue is holding a blue baseball bat and holding a white ball in his hand .,0
group of baseball players wearing blue uniforms walk across the grass .,0
men 's baseball team leaving the field,5
team of baseball players in blue uniforms , walking together on field .,5
members of a baseball team walk across the diamond .,5
boy standing on a football field with a colored ball .,0
little boy stands at a football field and prepares to kick a child 's play ball .,5
boy baseball player in a green and yellow jersey leaps for the ball .,5
boy chasing a baseball .,0
little boy playing baseball goes for the ball on the ground .,5
young boy dives to catch the ball during a baseball game .,0
little boy kneels and prepares to throw a basketball .,5
little boy starts to toss a mini basketball .,0
little boy throws a basketball .,0
boy in yellow shorts kicks a soccer ball in a basketball court .,5
little boy in orange shorts and flip-flops plays soccer on a basketball court .,5
boy kicking pink soccer ball on a basketball court .,5
man wearing a baseball uniform swings back with a large bat .,0
baseball player holds up his bat ready to swing .,0
boy in a yellow uniform carrying a football is blocking another boy in a blue uniform .,5
football player in a yellow jersey is pushing away another player .,5
young football player is trying to avoid being tackled .,0
boys playing football on opposing teams .,0
young football players wearing blue and yellow uniforms fight for the ball .,0
player has fallen on the court while another grabs at the ball from out of frame .,0
basketball players are scrambling for the ball on the court .,0
basketball players , one on the floor , struggle to gain possession of a basketball .,5
high school basketball players reach to grab the ball , one falling to the floor .,0
men in uniforms playing basketball , struggle for the ball .,5
boy in an orange jersey is about to pitch a baseball .,0
little boy in orange pitching at a baseball game .,0
young boy in an orange uniform is pitching a baseball during a game .,0
boy gets ready to shoot a basketball .,0
boy is holding a basketball up in front of a white house .,0
boy looking intently , holding a blue basketball , a white house in the background .,5
man is shooting a blue basketball .,0
youn man in front of a white house holding blue and red basketball .,0
boys with wearing baseball caps are sticking out green stained tongues .,0
young boys wearing collared shirts and baseball caps have their blue-tinted tongues stuck out .,0
man in a red baseball cap eats a chip .,0
catcher in a red and white uniform plays at a baseball game .,0
lady with a baseball cap on talking on he cellphone,0
small child swings back a red baseball bat .,5
boy in a red and white shirt kicks a large baseball while surrounded by people .,5
boy kicks a giant baseball while a group of children watch .,5
boy kicks a really large baseball,0
are outside playing with an oversized baseball .,0
baseball hitter holding a bat falling down .,0
baseball player runs on the field .,0
boy at bat playing a baseball game falls to the ground while onlookers watch .,0
baseball player , dressed in red and white uniform and holding a bat , is falling after being hit by a pitch .,0
man with no shirt and wearing sunglasses is holding a football .,5
man with no shirt on is holding a football .,0
shirtless man catches a football,0
shirtless man playing football on a lawn .,5
young topless man wearing sunglasses and shorts is holding a football .,5
men are jumping into the air to catch the football .,0
men play football .,0
guy skateboarding on a basketball court,5
in the water with a basketball and a person on horseback .,0
dogs are playing near water next to a deflated basketball .,0
dogs stand on sand surrounded by water , a deflated basketball and a person on a horse .,0
dog catches a Frisbee at a baseball field during a game .,5
woman is using Frisbees to play with a dog in front of a stadium crowd and a group of baseball players .,0
and dog do Frisbee tricks as crowd watches in baseball stadium .,0
girl basketball player wearing blue is blocking another girl player wearing yellow .,0
group of people gather on a basketball court as one person jumps for the ball .,5
players jumping up for the ball during a game .,0
are playing basketball .,0
teams of players playing basketball on a court outside .,0
people , one wearing a t-shirt and baseball cap , are seated on a bus .,0
football player in a full stadium jumping and recieving a football .,0
American footballer in yellow catches the ball whilst under pressure from the payer in white .,5
football players playing football before a huge crowd .,0
football players run into each other .,0
men vie for a football .,0
baseball player , a woman with Frisbees , and a dog in front of blue bleachers .,0
woman thows a Frisbee to a dog as a baseball player in uniform runs behind her .,5
girl does freestyle Frisbee tricks with her dog at the baseball park .,0
baseball player is tagged out sliding into second base .,0
baseball player slides toward a base .,0
men playing baseball .,0
children playing basketball .,5
people are playing basketball on a plank deck outdoors .,0
people playing basketball on wooden area near the beach .,5
playing basketball on a wood deck .,0
man holds a baseball hat above his head with a pole .,0
little boy playing baseball outside wearing flip flops .,0
little boy preparing to hit a baseball,0
small boy wearing a red shirt swinging a baseball bat,0
young boy gets ready to swing his baseball bat .,0
football player has the number 25 .,5
football player , his helmet half off , looking at the ground .,0
football player wearing a white uniform walks and looks down .,5
university of Miami football player # 25 .,5
of football player # 25 .,5
football player prepares to throw the ball .,0
guy with a football , a crowd watching him .,0
man wearing a white uniform is playing football .,0
football player is preparing to make a play with onlookers nearby .,5
group of football players huddled together in the middle of the field .,5
group of football players wearing orange and blue uniforms gather together on the field .,5
players in blue and orange uniforms are huddled together and hugging each other .,5
players in uniform embrace one another .,0
football player in a blue and yellow uniform is tackling another player in a white and gold uniform .,0
on a football team scuffle in an attempt to get the ball .,5
football players are tackling an opposing football player with a referee nearby .,5
football players are tackling a third while a referee watches .,5
football players tackle another football player .,0
little boy in a blue jacket hits a baseball .,0
football player in mid stride holding a football .,5
football player is running with a football .,0
football player with a football is being pursued by another player .,0
american footballer in a white strip who is carrying the ball is being pursued by another player in a black strip .,0
football player holding the ball is chased by another football player from the opposing team,0
football player being tackled during a game .,0
football player has his arms wrapped around the person holding the ball .,5
football player in orange being tackled by a player in blue .,0
young boy wearing orange is running with the football as the boy in blue tries to wrestle him to the ground .,5
in orange jersey has the football and is being tackled .,0
football fan showing his devotion by painting his face .,5
person with the face paint and football jersey is sitting in bleachers,5
dog splashing in a small pool with a small football .,5
youth riding a skateboard is airborne amongst the basketball courts .,0
football player carries the ball during a game .,0
football player catches the ball as another tries to tackle him .,5
football player in an orange jersey tries to escape with the ball from the tackler .,5
football player is getting tackled .,5
football player in the orange uniform has the ball in his arms .,0
holder and kicker for a football team dressed in orange , white and black play while onlookers behind them watch .,0
kicker launches the football forward while the holder checks his fingers .,5
football player wearing a white helmet and orange chairs swing his leg while the player next to him kneels .,0
football player are in the kick off position in front of a crowd .,0
young men on the same football team are wearing orange and white uniforms and playing on an outside field while coaches and other players watch .,5
little girl in a football jersy and pink snow hat is standing on a football field .,0
football player wearing an orange jersey and one wearing a white jersey are set at the starting line .,0
college football players about to face off .,5
football players are getting ready to tackle each other,5
football players , one in an orange jersey and one in a white jersey , play on the field .,0
rival football players head to head .,0
playing , basketball ball in air,0
group of boys play basketball outside of a brown building .,5
people stand on a basketball court as a ball flies through the air .,5
teen boys playing basketball outside,0
teens watching a basketball in the air .,0
bunch of football players on top of each other .,5
group of people playing football form a big pile .,0
referee is watching a professional football game in the grass .,5
players in the middle of a play .,0
players making a tackle with the referee in the foreground .,5
football player is running with the ball .,0
football player running with football under his arm .,0
man in a football uniform is running with a football during a game .,0
man in a blue jersey is running holding a football,0
football player in black runs with the football .,0
man in a white jacket and blue baseball cap .,0
group of basketball players wearing yellow and green reach for a ball .,0
players shoot for a goal during a game .,5
men jumping in a basketball game,0
this picture all men from both basketball teams with red and green jerseys are jumping .,0
man on the yellow basketball team tries to score while the men on the opposing team try to block his shot .,0
football player wearing an orange jersey holding a football,0
football player wearing an orange uniform smiling and holding the football .,0
man in an orange jersey with the letter " 12 " on it plays football .,5
University of Miami player holds a football .,0
12 in orange gets ready to throw the football .,0
players wearing orange uniforms are tackling a player in a white uniform,0
tackle in a football game .,0
footballers in a tackle .,0
men are involved in a football game are tackling each other .,5
players take down the player with the ball in a football game,0
football player runs with the ball , chased by members of the opposing team,0
running back running with the football .,0
football players are running on the grassy field .,0
playing football .,0
teams compete in football .,0
football player catching the football .,0
football player in a brown jersey jumping up to catch a football,0
football player jumps up to catch the ball while others run towards him .,5
players playing football .,0
football player jumps into the air to catch a football .,0
football running back getting tackled,5
player tackles a player who has the ball , as a third player watches .,5
football player attempts to get the ball from another football player who is running .,5
American footballer in brown is tackling the player in whit who is running with the ball .,5
is a football game in progress .,0
girl is catching a baseball before an opponent touches base .,0
group of little boys play football in uniforms .,0
in uniforms , pads and halmets play football,0
children , in uniforms of two different teams , are playing football .,5
young boys dressed in uniform play football .,0
boys ' football teams compete on the field .,0
adolescents play football in a residential yard while an older man watches .,0
football game is played .,5
football teams play a game .,0
football teams playing a game,0
football teams play on the field .,0
teams of football players about to start a game .,0
men react as a football flies overhead .,0
men with football in air,0
small black brown and white dog catches a football in midair as a man and child look on .,5
white dog with spot on back leaping in air with football in mouth with small boy and man watching .,0
boy in football gear running with the football,0
child runs with a football .,5
in football uniform running on grass .,0
boy in the red jersey runs with the football .,0
boy is clutching the football and making a run for a touchdown while looking behind him .,0
football player in a gold helmet is running with a football .,0
football player in a purple jersey is running the ball in for a touchdown .,0
football player runs across the field as the referee blows his whistle .,5
football player runs past an official carrying a football .,0
football player runs the ball past the referee .,5
football player folding a football during a game in the mud,5
footballers in yellow outfits are playing in a very muddy field .,0
young football player in a muddy , yellow and blue uniform carrying a football with other muddy players run behind him .,0
players playing in mud .,5
players playing in the mud .,5
baseball player argues with the catcher .,0
pitcher and catcher celebrate striking another baseball player out in a pro game .,0
baseball players near the pitching mound are celebrating as the batsman walks away .,5
professional baseball players during a game , one more in the background .,0
Miami basketball player .,0
orange-clad Miami basketball player dribbles the ball while another man blocks,0
tall black man playing basketball .,0
basketball player is wearing an orange uniform and holding a basketball .,0
men play basketball ,,0
basketball player looks for someone to pass the ball to .,0
man on the Miami basketball team holds the ball getting ready to make a move while being blocked .,5
player holding the ball .,0
basketball player holds the ball and looks across the court .,0
man is wearing an orange uniform and holding a basketball .,0
basketball player in orange has the ball while another in blue tries to block him .,5
basketball player in orange is keeping the ball from a player in blue .,0
basketball player in blue is challenging the player in orange for the ball .,0
basketball player in the blue uniform is guarding the player in the orange uniform , who has the ball .,0
teams compete in a basketball game .,0
basketball player wearing an orange uniform looks backwards .,0
basketball player in the orange jersey is being guarded by the player in the blue jersey .,0
basketball player looks around the court as another player tries to block him .,5
men from opposite teams playing basketball .,0
men play basketball .,0
man in a Miami basketball uniform looking to the right,0
Miami basketball player looks off in the distance .,5
Miami basketball player is looking .,5
baseball player swinging a bat,0
baseball player running toward a base with another waiting on the base,0
two people are in baseball uniforms , making a play at base .,5
men playing baseball with the one in the black and red jersey running toward base .,0
people playing baseball .,0
boy in a baseball cap jumps over a flight of stairs .,5
boy , wearing a baseball cap , jumps in the air near some steps .,0
is a boy wearing jeans and a baseball cap jumping in the air .,0
young boy in a red football jersey makes a large gesture as he stands in the midst of pumpkins .,0
baseball pitcher is bowling the ball .,0
man playing baseball , throwing the ball .,0
guy is in a baseball uniform , in a baseball field , and is throwing a baseball,5
group of men playing against each other in a football match .,0
man catches a football in midair while jumping into a pool .,0
basketball game,0
group of athletes playing a basketball game,0
group of basketball players jump in the air for the ball .,0
players participate in a game .,0
and yellow teams are trying to get the basketball in the goal .,5
fencing class takes place on a basketball court .,0
people are fencing on a basketball court .,0
basketball player in a white uniform is making a jump shot against a team wearing black uniforms .,0
basketball player takes a shot .,0
players leap for the ball while the crowd watches .,5
player in white uniform leaping to make a shot while being blocked by player in black .,5
football players are preparing for the next play .,0
football players in hike formation .,0
football players preparing to hike a football .,0
people wearing blue , red , and white football uniforms crouched over as though in play .,0
players in red white and blue football uniforms squat down on the field .,0
basketball players in action .,5
men playing basketball , two from each team .,0
boys in green and white uniforms play basketball with two boys in blue and white uniforms .,5
men playing basketball in a competition .,0
little girl pounces a punching bag on a football field .,5
girl in a pink shirt tackles the football equipment on the field .,5
large crowd of people wait in line to get into a football game .,0
of dirty men play football .,5
play football .,0
basketball player shooting while another player is trying to block his shot .,5
basketball player tries to block another .,5
basketball players reaching for a ball .,0
men are playing Basketball,5
men jump for the basketball .,0
basketball player defends another player .,0
man with a basketball blocks an attempt to take his ball .,5
runs by other man with basketball at a game .,0
men are playing during a basketball game .,0
bald basketball player is standing on a court with the ball in his right hand .,0
basketball player holding a ball with Miami 5 on his shirt .,0
guy playing basketball .,0
Miami basketball player with basketball in right hand on court .,0
five of the University of Miami men 's basketball team has the ball .,5
basketball player attempts to get the basketball from another player .,5
paced basketball action,5
basketball player wearing the white outfit and orange sneakers is doing a lay up .,0
men are playing basketball,0
basketball player is about to make a lay-up .,5
basketball players , in front of a crowd .,0
and Clemson playing a basketball game , one player about to lay the ball in,0
basketball player in white is jumping up to score a point against the orange team .,5
bunch of football players in blue .,0
football team in blue uniforms run out of a smoke cloud .,0
group of football players wearing blue uniforms run down a foggy field .,0
large group of football players in blue jerseys running through the field .,0
American footballers in blue are doing a victory run towards camera .,0
black man is dunking a basketball while another man jostles him on the court .,0
man in a white jersey is slam dunking a basketball .,0
man with jersey 23 is dunking the ball at a basketball game .,5
person in uniform dunking a basketball .,0
number 23 dunks the basketball into the net with a crowd in the background .,5
basketball player gets ready for the shot .,0
basketball player is looking up and set to throw the ball .,0
men 's basketball player # 33 shooting basketball .,5
basketball player is holding a basketball getting ready to take a shot .,5
Florida basketball player is preparing to shoot the ball .,0
basketball player holds the ball during a game .,0
with a basketball in a Florida uniform .,0
basketball player in white is holding an orange basketball .,0
basketball player is wearing a Florida jersey .,0
boys playing flag football with purple jerseys .,0
children are playing flag football together .,5
children are playing with a football on the grass .,5
little boys playing flag football in purple jerseys .,0
basketball player preparing to shoot the ball,0
basketball player takes a shot .,0
black man playing basketball with orange shoes,0
player with 32 on jersey jumps to make a shot , crowd in background .,5
basketball player shooting,0
basketball,0
basketball player dribbles the ball .,0
Miami basketball player dribbles the ball and looks serious .,0
Miami Hurricanes basketball player has possession of the ball .,0
basketball player in the white strip is dribbling the ball on the court .,5
bald man dribbles a basketball while wearing a Miami jersey .,0
playing basketball , jersey number 5 .,5
five plays basketball for Miami .,0
basketball player is wearing orange sneakers .,0
white dog with black spots is catching a baseball with its mouth .,0
basketball players are grabbing for the ball during a game .,0
basketball player in white holds the ball .,0
basketball players leap to grab a ball .,5
men are playing a game of basketball,0
men are playing basketball .,0
basketball player wearing a red and white jersey while running down the court .,0
dark skinned man in a white sports outfit plays basketball .,0
man dribbles a ball during a basketball game .,0
SMU basketball player playing basketball .,0
SMU basketball player drives to the basket .,0
basketball player leaps with the ball while opponents try to block him .,5
pro basketball player in a white Miami uniform makes a defensive move .,5
players try to block a ball from going into the goal .,5
in a Miami basketball uniform jumping to make a shot .,5
basketball player is number 21 from Miami .,5
